timestamp,roll_deg,pitch_deg,yaw_deg,rollspeed_dps,pitchspeed_dps,yawspeed_dps,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5,ch6,ch7,ch8,armed
2026-04-25T19:34:02.956,1.412,0.172,328.01,-0.03,0.034,-0.009,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:02.957,1.412,0.172,328.01,-0.03,0.034,-0.009,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.056,1.412,0.172,328.01,-0.03,0.034,-0.009,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.057,1.411,0.172,328.01,-0.003,-0.036,-0.042,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.057,1.411,0.172,328.01,-0.003,-0.036,-0.042,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.156,1.411,0.173,328.011,0.041,0.008,-0.059,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.157,1.411,0.173,328.011,0.041,0.008,-0.059,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.256,1.41,0.174,328.011,-0.005,-0.033,0.016,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.257,1.41,0.174,328.011,-0.005,-0.033,0.016,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.356,1.411,0.174,328.011,-0.002,-0.028,-0.043,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.357,1.411,0.174,328.011,-0.002,-0.028,-0.043,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.455,1.411,0.174,328.01,0.047,-0.037,0.001,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.456,1.411,0.174,328.01,0.047,-0.037,0.001,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.555,1.412,0.174,328.01,0.025,0.006,-0.034,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.556,1.412,0.174,328.01,0.025,0.006,-0.034,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:03.656,1.411,0.175,328.009,0.004,0.026,-0.042,0,0,0,0,0,0,0,0,1
