timestamp,roll_deg,pitch_deg,yaw_deg,rollspeed_dps,pitchspeed_dps,yawspeed_dps,ch1_roll,ch2_pitch,ch3_throttle,ch4_yaw,ch5,ch6,ch7,ch8,armed
2026-04-25T19:34:12.838,2.234,2.105,337.63,23.265,26.384,12.577,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.839,2.234,2.105,337.63,23.265,26.384,12.577,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.938,3.752,3.13,337.608,5.548,-3.727,-11.635,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:12.939,3.752,3.13,337.608,5.548,-3.727,-11.635,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.038,3.752,3.13,337.608,5.548,-3.727,-11.635,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.039,3.375,3.127,336.598,-5.861,3.778,-7.605,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.039,3.375,3.127,336.598,-5.861,3.778,-7.605,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.139,3.21,3.778,336.11,4.658,7.488,-4.901,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.139,3.21,3.778,336.11,4.658,7.488,-4.901,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.238,4.15,4.119,335.893,5.338,1.401,0.789,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.239,4.15,4.119,335.893,5.338,1.401,0.789,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.337,3.503,3.774,335.601,-10.776,-11.148,-1.447,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.338,3.503,3.774,335.601,-10.776,-11.148,-1.447,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.437,3.11,1.954,336.016,-1.18,-19.289,4.377,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.438,3.11,1.954,336.016,-1.18,-19.289,4.377,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.537,2.875,1.027,335.448,-5.864,1.697,-7.772,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.538,2.875,1.027,335.448,-5.864,1.697,-7.772,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.638,2.275,0.756,334.935,-11.973,-8.323,-5.714,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.638,2.275,0.756,334.935,-11.973,-8.323,-5.714,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.739,1.457,-0.751,334.029,-5.168,-12.519,-8.466,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.740,1.457,-0.751,334.029,-5.168,-12.519,-8.466,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.839,1.18,-1.012,333.719,-8.669,1.037,3.318,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.840,1.18,-1.012,333.719,-8.669,1.037,3.318,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.936,0.835,-1.596,334.092,-0.518,-2.003,1.71,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:13.937,0.835,-1.596,334.092,-0.518,-2.003,1.71,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.036,0.835,-1.596,334.092,-0.518,-2.003,1.71,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.037,2.186,-0.345,333.935,29.813,37.946,-1.799,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.037,2.186,-0.345,333.935,29.813,37.946,-1.799,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.137,3.12,2.571,334.535,-72.663,-43.317,17.068,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.137,3.12,2.571,334.535,-72.663,-43.317,17.068,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.236,1.697,0.15,335.478,1.113,1.308,5.389,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.237,1.697,0.15,335.478,1.113,1.308,5.389,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.336,1.699,0.151,335.475,-0.023,0.086,0.011,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.337,1.699,0.151,335.475,-0.023,0.086,0.011,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.435,1.708,0.151,335.478,-0.059,0.05,-0.003,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.436,1.708,0.151,335.478,-0.059,0.05,-0.003,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.535,1.714,0.154,335.478,0.003,-0.031,-0.005,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.536,1.714,0.154,335.478,0.003,-0.031,-0.005,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.636,1.719,0.159,335.479,0.043,-0.044,-0.055,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.636,1.719,0.159,335.479,0.043,-0.044,-0.055,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.735,1.724,0.163,335.479,0.012,0.013,-0.027,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.736,1.724,0.163,335.479,0.012,0.013,-0.027,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.835,1.728,0.166,335.481,-0.011,0.011,0.009,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.835,1.728,0.166,335.481,-0.011,0.011,0.009,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.938,1.732,0.169,335.48,0.044,-0.001,-0.025,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:14.938,1.732,0.169,335.48,0.044,-0.001,-0.025,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:15.037,1.732,0.169,335.48,0.044,-0.001,-0.025,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:15.037,1.734,0.171,335.48,0.012,-0.044,-0.055,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:15.037,1.734,0.171,335.48,0.012,-0.044,-0.055,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:15.135,1.737,0.174,335.481,-0.018,-0.051,0.024,0,0,0,0,0,0,0,0,1
2026-04-25T19:34:15.135,1.737,0.174,335.481,-0.018,-0.051,0.024,0,0,0,0,0,0,0,0,1
